member,income_weighted_index,income_inequality,per_capita_income,education_score,labor_market_hardship,housing_instability,car_access_risk,mean_commute,commute_hardship_index,transit_dependency,food_insecurity_index,health_access_score,digital_disadvantage,social_isolation_index,environmental_burden,rurality_index
M00327,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01379,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M02173,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01260,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00604,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01733,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00857,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01377,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01415,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M02057,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01805,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M02229,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01424,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00975,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M02314,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01702,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01407,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01002,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00900,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00759,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01513,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02102,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00665,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00230,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01494,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01336,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00480,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01605,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00335,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01793,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00963,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01402,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01449,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00373,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00183,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00517,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01458,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00067,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M02232,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00199,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00064,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00564,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01428,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01738,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00904,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00949,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M00528,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00143,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00659,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02152,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01821,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01112,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01450,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00823,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00133,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01314,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01869,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00953,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00007,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01694,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M02197,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01316,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01642,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M02110,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M02230,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M02316,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00869,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00743,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02211,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01023,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00624,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01161,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00063,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M00136,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00052,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01106,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M02017,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00409,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00282,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00654,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02133,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00317,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01044,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01899,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01067,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01855,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00237,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01800,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01962,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01611,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01318,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00027,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00916,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01078,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M02014,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00747,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00187,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00079,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01122,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01871,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01713,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00450,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01716,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01340,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00712,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01183,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00595,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00219,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01225,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01971,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01919,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01663,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00660,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01798,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02177,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01095,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00147,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01874,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01255,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01021,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00210,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01378,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01143,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00272,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M02174,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01684,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M01700,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00283,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00909,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00535,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02008,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M02158,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00811,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M02126,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00850,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01976,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01835,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00003,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01737,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01563,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01759,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00091,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01223,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01227,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01201,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00794,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00746,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01938,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M02060,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01168,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01973,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00387,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01016,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M02220,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01365,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00720,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00189,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01136,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00513,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00291,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01687,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01539,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01746,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01561,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00505,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00515,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00807,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01174,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01035,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01731,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01584,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00198,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01349,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00645,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00102,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
